date,time,code,open,high,low,close,volume,amount,adjustflag
2025-01-27,20250127102000000,sh.600000,10.6400,10.6400,10.6100,10.6200,632800,6726400.0000,3
2025-01-27,20250127102500000,sh.600000,10.6300,10.6300,10.6100,10.6200,673200,7152976.0000,3
2025-01-27,20250127103000000,sh.600000,10.6300,10.6400,10.6100,10.6100,975700,10369712.0000,3
2025-01-27,20250127103500000,sh.600000,10.6100,10.6400,10.6100,10.6400,1080900,11494400.0000,3
2025-01-27,20250127104000000,sh.600000,10.6400,10.6500,10.6200,10.6300,2300000,24470944.0000,3
2025-01-27,20250127104500000,sh.600000,10.6400,10.6500,10.6300,10.6500,764300,8130864.0000,3
2025-01-27,20250127105000000,sh.600000,10.6500,10.6500,10.6300,10.6400,870900,9267184.0000,3
2025-01-27,20250127105500000,sh.600000,10.6400,10.6500,10.6300,10.6300,697500,7423360.0000,3
2025-01-27,20250127110000000,sh.600000,10.6400,10.6500,10.6200,10.6300,1356300,14431328.0000,3
2025-01-27,20250127110500000,sh.600000,10.6300,10.6600,10.6200,10.6600,1507200,16048448.0000,3
2025-01-27,20250127111000000,sh.600000,10.6600,10.6700,10.6500,10.6700,1150400,12264992.0000,3
2025-01-27,20250127111500000,sh.600000,10.6700,10.6700,10.6500,10.6600,780400,8320416.0000,3
2025-01-27,20250127112000000,sh.600000,10.6700,10.6700,10.6400,10.6500,1073700,11440608.0000,3
2025-01-27,20250127112500000,sh.600000,10.6600,10.6800,10.6500,10.6600,787500,8401664.0000,3
2025-01-27,20250127113000000,sh.600000,10.6700,10.6900,10.6700,10.6800,1933700,20657536.0000,3
2025-01-27,20250127130500000,sh.600000,10.6800,10.7000,10.6600,10.6900,1772900,18932000.0000,3
2025-01-27,20250127131000000,sh.600000,10.6900,10.6900,10.6600,10.6600,764800,8162304.0000,3
2025-01-27,20250127131500000,sh.600000,10.6600,10.6700,10.6400,10.6600,870100,9269504.0000,3
2025-01-27,20250127132000000,sh.600000,10.6500,10.6800,10.6500,10.6800,712600,7600896.0000,3
2025-01-27,20250127132500000,sh.600000,10.6700,10.6800,10.6600,10.6700,901600,9621184.0000,3
2025-01-27,20250127133000000,sh.600000,10.6700,10.6800,10.6600,10.6700,646100,6895264.0000,3
2025-01-27,20250127133500000,sh.600000,10.6700,10.6700,10.6500,10.6600,833000,8878976.0000,3
2025-01-27,20250127134000000,sh.600000,10.6600,10.6700,10.6500,10.6600,796800,8494336.0000,3
2025-01-27,20250127134500000,sh.600000,10.6600,10.6800,10.6500,10.6700,1023700,10924064.0000,3
2025-01-27,20250127135000000,sh.600000,10.6700,10.6700,10.6500,10.6700,620100,6612512.0000,3
2025-01-27,20250127135500000,sh.600000,10.6700,10.6700,10.6500,10.6600,456600,4867264.0000,3
2025-01-27,20250127140000000,sh.600000,10.6600,10.6800,10.6500,10.6700,954600,10182464.0000,3
2025-01-27,20250127140500000,sh.600000,10.6700,10.6800,10.6600,10.6800,1129800,12058144.0000,3
2025-01-27,20250127141000000,sh.600000,10.6800,10.6900,10.6700,10.6800,1070300,11434048.0000,3
2025-01-27,20250127141500000,sh.600000,10.6800,10.6900,10.6700,10.6800,971600,10380736.0000,3
2025-01-27,20250127142000000,sh.600000,10.6800,10.6900,10.6700,10.6800,1060000,11324512.0000,3
2025-01-27,20250127142500000,sh.600000,10.6900,10.6900,10.6600,10.6700,677500,7234628.0000,3
2025-01-27,20250127143000000,sh.600000,10.6600,10.6800,10.6500,10.6700,678800,7238912.0000,3
2025-01-27,20250127143500000,sh.600000,10.6800,10.6900,10.6700,10.6800,1463300,15625141.0000,3
2025-01-27,20250127144000000,sh.600000,10.6800,10.6800,10.6500,10.6700,1446400,15436168.0000,3
2025-01-27,20250127144500000,sh.600000,10.6700,10.6800,10.6300,10.6500,1487900,15853431.0000,3
2025-01-27,20250127145000000,sh.600000,10.6400,10.6700,10.6400,10.6600,985700,10499464.0000,3
2025-01-27,20250127145500000,sh.600000,10.6600,10.6800,10.6600,10.6600,1560600,16646844.0000,3
2025-01-27,20250127150000000,sh.600000,10.6600,10.6800,10.6500,10.6500,1263500,13465984.0000,3
2025-02-05,20250205093500000,sh.600000,10.6600,10.6900,10.5300,10.5800,4591400,48669700.0000,3
2025-02-05,20250205094000000,sh.600000,10.5700,10.5700,10.4900,10.5000,2928600,30816836.0000,3
2025-02-05,20250205094500000,sh.600000,10.5000,10.5800,10.4900,10.5600,2635300,27752944.0000,3
2025-02-05,20250205095000000,sh.600000,10.5500,10.5800,10.5200,10.5500,3648600,38516552.0000,3
2025-02-05,20250205095500000,sh.600000,10.5500,10.5500,10.5200,10.5400,1643200,17318976.0000,3
2025-02-05,20250205100000000,sh.600000,10.5400,10.5500,10.5100,10.5200,1016600,10703728.0000,3
2025-02-05,20250205100500000,sh.600000,10.5200,10.5200,10.4900,10.5100,1564300,16432272.0000,3
2025-02-05,20250205101000000,sh.600000,10.5100,10.5200,10.4900,10.4900,1091100,11455392.0000,3
2025-02-05,20250205101500000,sh.600000,10.4900,10.5300,10.4800,10.5100,1698700,17834160.0000,3
2025-02-05,20250205102000000,sh.600000,10.5200,10.5500,10.4900,10.5400,951600,10009408.0000,3
2025-02-05,20250205102500000,sh.600000,10.5400,10.5600,10.5200,10.5300,593100,6247168.0000,3
2025-02-05,20250205103000000,sh.600000,10.5300,10.5500,10.5200,10.5400,950500,10018496.0000,3
2025-02-05,20250205103500000,sh.600000,10.5500,10.5500,10.4900,10.5100,1020300,10714704.0000,3
2025-02-05,20250205104000000,sh.600000,10.5100,10.5100,10.4900,10.5000,542900,5697968.0000,3
2025-02-05,20250205104500000,sh.600000,10.5000,10.5200,10.4900,10.5000,563000,5914400.0000,3
2025-02-05,20250205105000000,sh.600000,10.5000,10.5100,10.4800,10.4900,492700,5170176.0000,3
2025-02-05,20250205105500000,sh.600000,10.4900,10.5000,10.4900,10.4900,493900,5182240.0000,3
2025-02-05,20250205110000000,sh.600000,10.4900,10.5000,10.4800,10.5000,774400,8124160.0000,3
2025-02-05,20250205110500000,sh.600000,10.5000,10.5000,10.4700,10.4700,822600,8622624.0000,3
2025-02-05,20250205111000000,sh.600000,10.4700,10.4800,10.4600,10.4700,837800,8768928.0000,3
2025-02-05,20250205111500000,sh.600000,10.4600,10.4700,10.4300,10.4500,1035600,10822144.0000,3
2025-02-05,20250205112000000,sh.600000,10.4500,10.4700,10.4400,10.4600,576500,6025120.0000,3
2025-02-05,20250205112500000,sh.600000,10.4600,10.4700,10.4300,10.4400,1107400,11570784.0000,3
2025-02-05,20250205113000000,sh.600000,10.4400,10.4600,10.4300,10.4500,633900,6618688.0000,3
2025-02-05,20250205130500000,sh.600000,10.4600,10.4600,10.4200,10.4200,1702000,17764096.0000,3
2025-02-05,20250205131000000,sh.600000,10.4200,10.4300,10.4000,10.4200,1565000,16292288.0000,3
2025-02-05,20250205131500000,sh.600000,10.4100,10.4400,10.4000,10.4200,968400,10092512.0000,3
2025-02-05,20250205132000000,sh.600000,10.4300,10.4400,10.4200,10.4300,577200,6018240.0000,3
2025-02-05,20250205132500000,sh.600000,10.4400,10.4400,10.4100,10.4100,647800,6751296.0000,3
2025-02-05,20250205133000000,sh.600000,10.4300,10.4300,10.4100,10.4200,576800,6009600.0000,3
2025-02-05,20250205133500000,sh.600000,10.4300,10.4500,10.4100,10.4300,755600,7882592.0000,3
2025-02-05,20250205134000000,sh.600000,10.4500,10.4500,10.4200,10.4500,688200,7181248.0000,3
2025-02-05,20250205134500000,sh.600000,10.4500,10.4600,10.4200,10.4300,756700,7897440.0000,3
2025-02-05,20250205135000000,sh.600000,10.4400,10.4500,10.4200,10.4200,658700,6872448.0000,3
2025-02-05,20250205135500000,sh.600000,10.4300,10.4400,10.4300,10.4300,389500,4064032.0000,3
2025-02-05,20250205140000000,sh.600000,10.4300,10.4500,10.4200,10.4400,761600,7941440.0000,3
2025-02-05,20250205140500000,sh.600000,10.4400,10.4400,10.4100,10.4200,1335700,13925952.0000,3
2025-02-05,20250205141000000,sh.600000,10.4200,10.4500,10.4200,10.4400,395600,4127744.0000,3
2025-02-05,20250205141500000,sh.600000,10.4300,10.4400,10.4200,10.4300,554300,5781824.0000,3
2025-02-05,20250205142000000,sh.600000,10.4400,10.4500,10.4200,10.4400,725300,7566048.0000,3
2025-02-05,20250205142500000,sh.600000,10.4400,10.4500,10.4300,10.4400,405500,4230528.0000,3
2025-02-05,20250205143000000,sh.600000,10.4400,10.4500,10.4300,10.4400,487900,5091968.0000,3
2025-02-05,20250205143500000,sh.600000,10.4300,10.4400,10.4100,10.4100,873800,9107840.0000,3
2025-02-05,20250205144000000,sh.600000,10.4200,10.4300,10.4000,10.4100,938700,9775872.0000,3
2025-02-05,20250205144500000,sh.600000,10.4200,10.4300,10.4100,10.4100,783200,8160064.0000,3
2025-02-05,20250205145000000,sh.600000,10.4200,10.4200,10.4000,10.4100,884300,9206944.0000,3
2025-02-05,20250205145500000,sh.600000,10.4100,10.4200,10.4000,10.4200,766500,7981632.0000,3
2025-02-05,20250205150000000,sh.600000,10.4300,10.4300,10.4100,10.4100,1320700,13750656.0000,3
2025-02-06,20250206093500000,sh.600000,10.3800,10.5000,10.3800,10.4700,2665700,27851298.0000,3
2025-02-06,20250206094000000,sh.600000,10.4700,10.4700,10.4400,10.4500,896400,9370138.0000,3
2025-02-06,20250206094500000,sh.600000,10.4500,10.4600,10.4100,10.4300,925900,9661088.0000,3
2025-02-06,20250206095000000,sh.600000,10.4300,10.4300,10.3800,10.4000,950400,9886776.0000,3
2025-02-06,20250206095500000,sh.600000,10.4000,10.4000,10.3700,10.3700,1181200,12259572.0000,3
2025-02-06,20250206100000000,sh.600000,10.3800,10.4000,10.3700,10.3900,607400,6306072.0000,3
2025-02-06,20250206100500000,sh.600000,10.3900,10.3900,10.3500,10.3500,1230600,12753968.0000,3
2025-02-06,20250206101000000,sh.600000,10.3500,10.3900,10.3400,10.3900,1103000,11431528.0000,3
2025-02-06,20250206101500000,sh.600000,10.3800,10.4000,10.3600,10.3600,702100,7285208.0000,3
2025-02-06,20250206102000000,sh.600000,10.3600,10.3800,10.3400,10.3400,986400,10210520.0000,3
2025-02-06,20250206102500000,sh.600000,10.3400,10.3600,10.3300,10.3300,985800,10195312.0000,3
2025-02-06,20250206103000000,sh.600000,10.3300,10.3400,10.3000,10.3300,1268200,13083168.0000,3
2025-02-06,20250206103500000,sh.600000,10.3300,10.3400,10.3000,10.3400,919900,9494976.0000,3
2025-02-06,20250206104000000,sh.600000,10.3400,10.3600,10.3200,10.3400,1522600,15736512.0000,3
2025-02-06,20250206104500000,sh.600000,10.3400,10.3500,10.3200,10.3300,827300,8548528.0000,3
2025-02-06,20250206105000000,sh.600000,10.3300,10.3500,10.3200,10.3400,1070900,11065408.0000,3
2025-02-06,20250206105500000,sh.600000,10.3400,10.3800,10.3300,10.3700,996900,10322480.0000,3
2025-02-06,20250206110000000,sh.600000,10.3700,10.4100,10.3600,10.3900,1586700,16467792.0000,3
2025-02-06,20250206110500000,sh.600000,10.4000,10.4100,10.3700,10.3800,972400,10102592.0000,3
2025-02-06,20250206111000000,sh.600000,10.3900,10.4100,10.3800,10.4000,442000,4593120.0000,3
2025-02-06,20250206111500000,sh.600000,10.4000,10.4000,10.3800,10.3900,357700,3715936.0000,3
2025-02-06,20250206112000000,sh.600000,10.3900,10.4100,10.3800,10.4000,717300,7461968.0000,3
2025-02-06,20250206112500000,sh.600000,10.4000,10.4000,10.3800,10.3800,449600,4671200.0000,3
2025-02-06,20250206113000000,sh.600000,10.3800,10.4000,10.3800,10.3800,215700,2240752.0000,3
2025-02-06,20250206130500000,sh.600000,10.3900,10.3900,10.3600,10.3600,449600,4664944.0000,3
2025-02-06,20250206131000000,sh.600000,10.3600,10.3700,10.3500,10.3600,610600,6323088.0000,3
2025-02-06,20250206131500000,sh.600000,10.3600,10.3600,10.3500,10.3500,187700,1943952.0000,3
2025-02-06,20250206132000000,sh.600000,10.3500,10.3700,10.3400,10.3600,588800,6097488.0000,3
2025-02-06,20250206132500000,sh.600000,10.3600,10.3700,10.3500,10.3500,343800,3560304.0000,3
2025-02-06,20250206133000000,sh.600000,10.3500,10.3600,10.3400,10.3500,274500,2841424.0000,3
2025-02-06,20250206133500000,sh.600000,10.3500,10.3600,10.3400,10.3500,465000,4812864.0000,3
2025-02-06,20250206134000000,sh.600000,10.3500,10.3600,10.3400,10.3400,388000,4016192.0000,3
2025-02-06,20250206134500000,sh.600000,10.3400,10.3500,10.3400,10.3400,336300,3478112.0000,3
